number,value,datetime_start,datetime_complete,duration,params_Q10,params_SPAN,params_TDWI,params_TSUM1,params_TSUM2,state
14,852.0422814023026,2024-03-04 11:42:33.686096,2024-03-04 11:42:33.705592,0 days 00:00:00.019496,1.9498162416668676,34.04880188758676,0.5215225525881383,567.2059849295403,1593.828685908398,COMPLETE
15,337.6624583108502,2024-03-04 11:42:33.889350,2024-03-04 11:42:33.909628,0 days 00:00:00.020278,1.8731633862964743,29.417804081623295,0.46881809439730143,545.8991524165835,1294.6764789772772,COMPLETE
16,391.80613013892133,2024-03-04 11:42:34.125068,2024-03-04 11:42:34.144763,0 days 00:00:00.019695,1.9966682961486182,29.836068683400416,0.5189000737437064,510.5700101759159,1374.1968711866396,COMPLETE
17,496.4382932415747,2024-03-04 11:42:34.328331,2024-03-04 11:42:34.348577,0 days 00:00:00.020246,1.9825569462328725,34.80234640849566,0.4616416092290816,596.3763315208683,1276.5376830418093,COMPLETE
18,1217.4880923558164,2024-03-04 11:42:34.531588,2024-03-04 11:42:34.551339,0 days 00:00:00.019751,1.889540789743502,33.606216107501055,0.5032825696307294,640.9110246141155,1364.460376048026,COMPLETE
19,155.78501007606656,2024-03-04 11:42:34.733585,2024-03-04 11:42:34.753259,0 days 00:00:00.019674,2.0355026387674924,32.737846518472274,0.545064791994997,560.6993294831717,1253.1310962596272,COMPLETE
20,592.1375889483129,2024-03-04 11:42:34.940306,2024-03-04 11:42:34.959908,0 days 00:00:00.019602,1.9615332925206594,35.16095561581483,0.5645050690708618,579.8405683456613,1312.8190070640046,COMPLETE
21,97.41175146872718,2024-03-04 11:42:35.138668,2024-03-04 11:42:35.159980,0 days 00:00:00.021312,1.9317484933024787,34.36206314635826,0.4651426480992673,534.8005363318689,1382.7867106932292,COMPLETE
22,66.25198547274138,2024-03-04 11:42:35.347373,2024-03-04 11:42:35.371208,0 days 00:00:00.023835,1.9187142578958045,33.563248263539464,0.5075117041716375,536.8528581018124,1349.7800908117702,COMPLETE
23,513.8466773224377,2024-03-04 11:42:35.582446,2024-03-04 11:42:35.602580,0 days 00:00:00.020134,1.896943029923016,33.43527901531747,0.5198563223803079,501.31513174985713,1335.6326214757316,COMPLETE
24,159.76399707989114,2024-03-04 11:42:35.787768,2024-03-04 11:42:35.809224,0 days 00:00:00.021456,1.9158234107427403,35.185675739557745,0.504835951978186,562.5333618404197,1286.4556069768137,COMPLETE
