number,value,datetime_start,datetime_complete,duration,params_Q10,params_SPAN,params_TDWI,params_TSUM1,params_TSUM2,state
328,48.52673445212919,2024-03-04 11:43:39.883316,2024-03-04 11:43:39.909863,0 days 00:00:00.026547,1.986177689911526,33.27500641993549,0.5687194068316765,535.3138346453842,1339.022420916345,COMPLETE
329,134.09474760508473,2024-03-04 11:43:40.093973,2024-03-04 11:43:40.120094,0 days 00:00:00.026121,1.9674865352315865,33.15648905346504,0.5597896156601564,526.3490638822617,1324.7982158519064,COMPLETE
330,2266.1490181900876,2024-03-04 11:43:40.308758,2024-03-04 11:43:40.335101,0 days 00:00:00.026343,1.9055885437148612,33.391760139001086,0.5663404956844397,736.1536865878436,1334.1810865389366,COMPLETE
331,49.15570942188163,2024-03-04 11:43:40.515701,2024-03-04 11:43:40.542163,0 days 00:00:00.026462,1.9753299975268424,32.839146058185875,0.5703985940064311,535.0978186875581,1346.8411711857686,COMPLETE
332,209.93443231245593,2024-03-04 11:43:40.719794,2024-03-04 11:43:40.746374,0 days 00:00:00.026580,2.0132369408013298,33.8622136113485,0.566590171752349,517.4592683918238,1319.007512453342,COMPLETE
333,93.18205955013111,2024-03-04 11:43:40.929436,2024-03-04 11:43:40.956042,0 days 00:00:00.026606,2.000800648456726,33.11500044072464,0.5804423515016225,530.5154999030237,1298.9069049990514,COMPLETE
334,106.15255036116503,2024-03-04 11:43:41.139741,2024-03-04 11:43:41.166663,0 days 00:00:00.026922,1.9805737622474353,33.582690593012515,0.5601394126287862,523.8153611386091,1343.6545108133434,COMPLETE
335,91.8449676723664,2024-03-04 11:43:41.351294,2024-03-04 11:43:41.377569,0 days 00:00:00.026275,1.989861439955711,32.96726794475098,0.5737131232743187,536.5080312201718,1351.3417326224023,COMPLETE
336,90.0802858471489,2024-03-04 11:43:41.570891,2024-03-04 11:43:41.598030,0 days 00:00:00.027139,1.9687408200916352,33.36744677590437,0.5562277568924896,528.441333973264,1332.4539888799216,COMPLETE
337,970.8919395665323,2024-03-04 11:43:41.780540,2024-03-04 11:43:41.809934,0 days 00:00:00.029394,1.9290039988843124,32.75012868457644,0.5629438835305751,611.3048314558648,1340.2053762578794,COMPLETE
338,905.0583712872104,2024-03-04 11:43:42.013131,2024-03-04 11:43:42.051771,0 days 00:00:00.038640,1.949028146546307,33.221779685754285,0.5512627658661814,608.120866203612,1324.0879334893132,COMPLETE
339,24.469064671979382,2024-03-04 11:43:42.239752,2024-03-04 11:43:42.267276,0 days 00:00:00.027524,1.9736061713370885,33.69802952779846,0.5708818423538413,536.538901030788,1308.9683457545948,COMPLETE
340,26.479243766517925,2024-03-04 11:43:42.442063,2024-03-04 11:43:42.469026,0 days 00:00:00.026963,1.9646800719751651,33.78820492616404,0.5714743184972573,536.6927018523567,1314.899635527537,COMPLETE
341,33.41534543544038,2024-03-04 11:43:42.646733,2024-03-04 11:43:42.673189,0 days 00:00:00.026456,1.962999582722994,33.920506654071325,0.5712183790782872,535.7081392576894,1304.9869253039801,COMPLETE
342,1411.018397067433,2024-03-04 11:43:42.867385,2024-03-04 11:43:42.896835,0 days 00:00:00.029450,1.9688876266434068,33.76111145775403,0.5823207572063599,650.4185453322552,1313.9414778321473,COMPLETE
343,734.3800803907297,2024-03-04 11:43:43.073474,2024-03-04 11:43:43.099915,0 days 00:00:00.026441,1.941086667177638,33.656226795544164,0.5760061938392328,597.6791853745395,1286.0517430590526,COMPLETE
344,184.77570671536245,2024-03-04 11:43:43.273615,2024-03-04 11:43:43.299943,0 days 00:00:00.026328,1.9525205856955241,33.72625204070709,0.5715006120614204,523.0117218481223,1310.770884651146,COMPLETE
345,2576.482654172228,2024-03-04 11:43:43.482118,2024-03-04 11:43:43.508873,0 days 00:00:00.026755,2.019332991160003,34.066465016812806,0.5751983343831867,760.8585569327977,1319.2292905012469,COMPLETE
346,160.86218536851933,2024-03-04 11:43:43.688922,2024-03-04 11:43:43.716208,0 days 00:00:00.027286,1.9608638315912617,33.55310350226597,0.5677201458627673,506.60540164427186,1416.6936147775264,COMPLETE
347,230.24954830822318,2024-03-04 11:43:43.891880,2024-03-04 11:43:43.922772,0 days 00:00:00.030892,1.9738769807202072,33.9880056935637,0.5665855895536961,515.7216789336817,1326.6455230964345,COMPLETE
348,546.7889609530961,2024-03-04 11:43:44.110465,2024-03-04 11:43:44.136996,0 days 00:00:00.026531,1.9924550273716817,34.74951743092211,0.5709993516165334,568.2365951982597,1350.4027751645037,COMPLETE
349,24.7838874708983,2024-03-04 11:43:44.327472,2024-03-04 11:43:44.354615,0 days 00:00:00.027143,1.9538551354961449,34.93259451146521,0.576096742253852,536.1956892940167,1305.4120822892125,COMPLETE
350,1433.1641416708353,2024-03-04 11:43:44.539148,2024-03-04 11:43:44.566219,0 days 00:00:00.027071,1.936162314947334,35.65011150883464,0.5846539642289214,656.4775516916749,1295.7863808079017,COMPLETE
351,1203.7765128240355,2024-03-04 11:43:44.745152,2024-03-04 11:43:44.772155,0 days 00:00:00.027003,1.9528491923383757,34.48091749928657,0.5776617068796562,633.0300829954356,1305.0802953833052,COMPLETE
352,770.5652231038655,2024-03-04 11:43:44.950208,2024-03-04 11:43:44.977827,0 days 00:00:00.027619,1.9433226546219682,35.203107962917976,0.5870893145869014,592.6831003729395,1309.8467780010942,COMPLETE
353,105.9617199447183,2024-03-04 11:43:45.173642,2024-03-04 11:43:45.200992,0 days 00:00:00.027350,1.9652798745996143,34.21090583251491,0.5772241328026634,531.3603851144746,1287.8977185360527,COMPLETE
354,27.660491846620495,2024-03-04 11:43:45.392912,2024-03-04 11:43:45.422244,0 days 00:00:00.029332,1.922918889512536,34.62250668560128,0.581821448572076,536.2048533577565,1315.557764737793,COMPLETE
355,1027.034902284743,2024-03-04 11:43:45.610058,2024-03-04 11:43:45.637532,0 days 00:00:00.027474,1.9198957574490318,34.91415846324912,0.5821585051688761,618.439625827556,1302.155208195837,COMPLETE
356,118.16058343925258,2024-03-04 11:43:45.832775,2024-03-04 11:43:45.863159,0 days 00:00:00.030384,1.9289123719569066,34.94604234561262,0.5796785993599509,524.9095492908382,1320.0267486465152,COMPLETE
357,27.627170959616322,2024-03-04 11:43:46.048323,2024-03-04 11:43:46.078871,0 days 00:00:00.030548,1.9093483693481623,35.131310239379275,0.5746282073878051,537.4710772845696,1311.7678142107247,COMPLETE
358,83.64044428226563,2024-03-04 11:43:46.264955,2024-03-04 11:43:46.292382,0 days 00:00:00.027427,1.9535966955720372,34.79905044897987,0.5737329457957707,529.7624366948863,1306.5322940649417,COMPLETE
359,2004.5396155892174,2024-03-04 11:43:46.472224,2024-03-04 11:43:46.500095,0 days 00:00:00.027871,1.974264857017001,36.12283158812653,0.5694221433813188,711.573649359406,1292.9158152041111,COMPLETE
360,224.02534627836985,2024-03-04 11:43:46.680916,2024-03-04 11:43:46.708315,0 days 00:00:00.027399,1.9038135390321942,35.38454646973281,0.5735853095190956,519.7928072126568,1310.0596309817845,COMPLETE
361,28.66579078206062,2024-03-04 11:43:46.887441,2024-03-04 11:43:46.915591,0 days 00:00:00.028150,1.8955193275050344,35.38437221803333,0.5654240448399597,536.6525289678823,1328.9221117777147,COMPLETE
362,145.10422863964126,2024-03-04 11:43:47.094597,2024-03-04 11:43:47.122009,0 days 00:00:00.027412,1.9102601955798002,35.084828625785356,0.5688887464225121,528.0219189769559,1302.3466328648046,COMPLETE
363,259.9280633253102,2024-03-04 11:43:47.303896,2024-03-04 11:43:47.334576,0 days 00:00:00.030680,1.9459843771990377,35.845269938269226,0.5767975366737885,511.8629803092093,1320.4869940157894,COMPLETE
364,520.1266350410683,2024-03-04 11:43:47.527984,2024-03-04 11:43:47.555933,0 days 00:00:00.027949,1.9636051317763132,35.28905873043923,0.5648866628814724,571.8774392885854,1325.468483062048,COMPLETE
365,342.36220664060926,2024-03-04 11:43:47.730129,2024-03-04 11:43:47.759104,0 days 00:00:00.028975,1.9786920150549883,34.93613291595055,0.5725265629253271,501.16606474899106,1336.8847363852751,COMPLETE
366,109.00650753469253,2024-03-04 11:43:47.934131,2024-03-04 11:43:47.962203,0 days 00:00:00.028072,1.9373606485618198,34.31773599473919,0.5919609273189362,537.156287752132,1343.7003265599415,COMPLETE
367,170.84427200186215,2024-03-04 11:43:48.136133,2024-03-04 11:43:48.167587,0 days 00:00:00.031454,1.9591925977431983,34.51829298543652,0.558645025592065,523.3642193572767,1315.039684692248,COMPLETE
368,1127.9509330485148,2024-03-04 11:43:48.355490,2024-03-04 11:43:48.382965,0 days 00:00:00.027475,2.001970201422432,33.0487780898899,0.5990868026356889,617.9514742137374,1331.5001510243283,COMPLETE
369,86.42806293102741,2024-03-04 11:43:48.573920,2024-03-04 11:43:48.603630,0 days 00:00:00.029710,1.9868326119459632,33.82763540049578,0.5697140244805825,531.6877491703882,1297.850123294771,COMPLETE
370,108.10577153809213,2024-03-04 11:43:48.779563,2024-03-04 11:43:48.807619,0 days 00:00:00.028056,1.970506033481652,35.02518727987369,0.5621056498277949,538.4586377898622,1340.8500669221426,COMPLETE
371,185.70046745509404,2024-03-04 11:43:48.981826,2024-03-04 11:43:49.009220,0 days 00:00:00.027394,1.9532223398535025,35.49933631089382,0.5768611493327368,518.5904638054961,1493.34760911607,COMPLETE
372,1799.270129899652,2024-03-04 11:43:49.196468,2024-03-04 11:43:49.224628,0 days 00:00:00.028160,1.9786972522028,32.978174874966776,0.5730829329538171,685.6275929208697,1332.0415758512518,COMPLETE
373,694.9811298448585,2024-03-04 11:43:49.426160,2024-03-04 11:43:49.459333,0 days 00:00:00.033173,1.9694071209071704,34.31648574420164,0.5669770983103556,586.4761042094641,1321.8880949120455,COMPLETE
374,152.42626735906157,2024-03-04 11:43:49.639991,2024-03-04 11:43:49.667926,0 days 00:00:00.027935,1.932874078045459,33.49605942161788,0.5557000038470047,528.5578533614025,1312.68163077196,COMPLETE
375,578.5211419600516,2024-03-04 11:43:49.848035,2024-03-04 11:43:49.876018,0 days 00:00:00.027983,1.9455475071910482,33.21119702194282,0.5787086443952891,586.92938913156,1278.899099223639,COMPLETE
376,130.73335033734284,2024-03-04 11:43:50.059674,2024-03-04 11:43:50.089053,0 days 00:00:00.029379,1.9173754712641975,29.479313497909676,0.5630469606784914,534.0275077351853,1350.6387426663616,COMPLETE
377,1096.4838604345102,2024-03-04 11:43:50.280851,2024-03-04 11:43:50.310459,0 days 00:00:00.029608,1.9969109565139878,34.16540458585774,0.5696696583306451,578.1467536366538,1584.7762436753362,COMPLETE
378,1198.5689493975858,2024-03-04 11:43:50.502958,2024-03-04 11:43:50.531138,0 days 00:00:00.028180,1.9579546616860686,33.97118460497343,0.5509597363337705,615.4305767162891,1410.1016605245572,COMPLETE
379,396.3845965507046,2024-03-04 11:43:50.719452,2024-03-04 11:43:50.747354,0 days 00:00:00.027902,1.9855794116934913,35.08107541450462,0.480200627362551,525.2611110594279,1267.6594276021942,COMPLETE
380,1511.6107763428492,2024-03-04 11:43:50.925254,2024-03-04 11:43:50.953063,0 days 00:00:00.027809,1.9659034023841488,35.22341017872936,0.5654944173510769,662.6239280974331,1303.7389623946942,COMPLETE
381,64.26134073856763,2024-03-04 11:43:51.157371,2024-03-04 11:43:51.185805,0 days 00:00:00.028434,1.9725592827821552,32.83701799827694,0.5739007506421911,539.257846989487,1327.426658077727,COMPLETE
382,220.56514461843352,2024-03-04 11:43:51.367036,2024-03-04 11:43:51.394925,0 days 00:00:00.027889,1.8905213687872628,36.95688460855061,0.5572822273401373,549.957093167206,1342.2501402324342,COMPLETE
383,1731.3282637035757,2024-03-04 11:43:51.585267,2024-03-04 11:43:51.613835,0 days 00:00:00.028568,1.980245849730388,36.36080484892165,0.5713724179726952,671.5223548973667,1351.443859413841,COMPLETE
384,82.63082356478651,2024-03-04 11:43:51.795086,2024-03-04 11:43:51.823217,0 days 00:00:00.028131,2.1503590611371757,35.68614548444858,0.5595712964806207,532.4381956294404,1336.7434234829432,COMPLETE
385,666.5090429621403,2024-03-04 11:43:52.004771,2024-03-04 11:43:52.033968,0 days 00:00:00.029197,1.9566016030568634,33.441224358984094,0.4674011881889331,516.4018021675585,1232.7823724981206,COMPLETE
386,391.8709231881746,2024-03-04 11:43:52.235000,2024-03-04 11:43:52.266719,0 days 00:00:00.031719,1.9948732694060072,32.72888250064542,0.48322748045392966,562.3589911798159,1419.3521801264505,COMPLETE
387,54.3257679284003,2024-03-04 11:43:52.462658,2024-03-04 11:43:52.495098,0 days 00:00:00.032440,1.9074158891945359,34.67567958483161,0.5671834008286394,538.2312598112937,1292.818411668677,COMPLETE
388,2885.9012724301983,2024-03-04 11:43:52.692259,2024-03-04 11:43:52.721179,0 days 00:00:00.028920,2.03318651843778,33.65946314172659,0.5781488055233275,770.3326697995475,1428.220622869291,COMPLETE
389,189.39734094466422,2024-03-04 11:43:52.910254,2024-03-04 11:43:52.938474,0 days 00:00:00.028220,1.9456946517602476,33.05127380042189,0.5625587474083642,524.112808479797,1317.7067953027497,COMPLETE
390,280.36194062687724,2024-03-04 11:43:53.116229,2024-03-04 11:43:53.144205,0 days 00:00:00.027976,1.9637260563224355,33.25936175861906,0.5843774243514741,507.8776335479351,1344.0393687552948,COMPLETE
391,53.28346964552591,2024-03-04 11:43:53.355700,2024-03-04 11:43:53.384734,0 days 00:00:00.029034,1.9810372877915472,33.84776682565132,0.4929239172034955,546.9391162173845,1334.7669570991447,COMPLETE
392,2886.9455337220147,2024-03-04 11:43:53.572434,2024-03-04 11:43:53.600509,0 days 00:00:00.028075,1.926261099102207,33.45590906844402,0.5734368890154332,785.8337272834913,1403.8411594361512,COMPLETE
393,135.18917089920257,2024-03-04 11:43:53.787001,2024-03-04 11:43:53.818784,0 days 00:00:00.031783,1.9908148709099458,32.926419175787835,0.5477970348345221,529.7909101371654,1311.4716721138143,COMPLETE
394,654.973805238481,2024-03-04 11:43:54.022709,2024-03-04 11:43:54.055483,0 days 00:00:00.032774,1.9369375244749025,34.40183285082485,0.5924547429584056,577.2819928934853,1350.343008482843,COMPLETE
395,21.8319608976722,2024-03-04 11:43:54.261931,2024-03-04 11:43:54.296352,0 days 00:00:00.034421,1.9738037367858172,33.13525150767455,0.5703123485619469,534.8712996515163,1326.5362951051397,COMPLETE
396,192.174318447388,2024-03-04 11:43:54.507099,2024-03-04 11:43:54.542345,0 days 00:00:00.035246,1.9744207047799567,33.17791032560388,0.564643041338242,520.3831082713122,1327.3242169643668,COMPLETE
397,242.25196074238923,2024-03-04 11:43:54.747631,2024-03-04 11:43:54.781489,0 days 00:00:00.033858,2.0011968321275764,33.3547336976455,0.45703742821577276,531.440964587254,1338.9162928023907,COMPLETE
398,88.47061898737304,2024-03-04 11:43:54.989695,2024-03-04 11:43:55.024706,0 days 00:00:00.035011,1.9850201242937608,28.378083132323784,0.568461381207129,541.6973273232254,1328.677796252892,COMPLETE
399,2312.75228283483,2024-03-04 11:43:55.230404,2024-03-04 11:43:55.262080,0 days 00:00:00.031676,1.9700499084702867,32.874798803285785,0.5591853686666424,734.5859161646821,1345.3979550351726,COMPLETE
400,1334.7948725115557,2024-03-04 11:43:55.469382,2024-03-04 11:43:55.501017,0 days 00:00:00.031635,1.9613744757185134,33.58514413285733,0.5542074538208099,638.7917623165513,1355.2846267893083,COMPLETE
401,309.18002321205705,2024-03-04 11:43:55.706054,2024-03-04 11:43:55.737612,0 days 00:00:00.031558,1.9769012095101808,33.07546511743701,0.47732634007953606,526.6176297451941,1321.428165166296,COMPLETE
402,32.88457453193334,2024-03-04 11:43:55.914088,2024-03-04 11:43:55.942401,0 days 00:00:00.028313,1.989888777910013,32.72498381409599,0.5697985481241484,535.594545391983,1333.6152360686501,COMPLETE
403,698.6810219431873,2024-03-04 11:43:56.121796,2024-03-04 11:43:56.150354,0 days 00:00:00.028558,1.9527108387021002,33.1851165301399,0.4963855360538823,513.9447144320956,1205.9683516297996,COMPLETE
404,169.26366544908637,2024-03-04 11:43:56.331605,2024-03-04 11:43:56.362738,0 days 00:00:00.031133,1.966823425127785,34.141725395852035,0.5655916237716146,544.274618048364,1339.2867779741573,COMPLETE
405,859.9028887591794,2024-03-04 11:43:56.548923,2024-03-04 11:43:56.578636,0 days 00:00:00.029713,1.9760348657392985,33.3550546430599,0.5615431443480271,595.7490980121916,1353.351063314424,COMPLETE
406,336.5039021437566,2024-03-04 11:43:56.771231,2024-03-04 11:43:56.800657,0 days 00:00:00.029426,2.0060423014762163,33.594264047155825,0.5788745886870298,532.4677538998559,1479.867718008975,COMPLETE
407,115.88693517806351,2024-03-04 11:43:56.986069,2024-03-04 11:43:57.014641,0 days 00:00:00.028572,2.070005555776291,32.98536600807358,0.5693574215694167,526.215180658398,1411.950607761479,COMPLETE
408,917.4849254408331,2024-03-04 11:43:57.196578,2024-03-04 11:43:57.227126,0 days 00:00:00.030548,1.9587874599973545,32.67053196357577,0.5523538511470483,610.1137797688983,1321.9657897283416,COMPLETE
409,526.2213071132941,2024-03-04 11:43:57.424564,2024-03-04 11:43:57.455506,0 days 00:00:00.030942,1.9868886476818752,33.21612219317115,0.41414553060565007,584.1553610319753,1444.3476463815298,COMPLETE
410,38.342528975778116,2024-03-04 11:43:57.643787,2024-03-04 11:43:57.672807,0 days 00:00:00.029020,1.9502234512147385,33.76762824957847,0.471767678456303,549.2078711450977,1344.1827663744007,COMPLETE
411,562.8996120215273,2024-03-04 11:43:57.863278,2024-03-04 11:43:57.895933,0 days 00:00:00.032655,2.0147744662648424,33.44027298176411,0.5750352376986287,573.1420297371417,1332.6342548316557,COMPLETE
412,158.47498973323258,2024-03-04 11:43:58.093780,2024-03-04 11:43:58.124208,0 days 00:00:00.030428,1.9644438035032667,34.000844401705365,0.5822317245674092,539.7788672122458,1351.8504831937869,COMPLETE
413,125.05004659712871,2024-03-04 11:43:58.321076,2024-03-04 11:43:58.356875,0 days 00:00:00.035799,1.9718983963393284,35.952185485207124,0.48829414962476764,521.4401332245835,1399.547637183454,COMPLETE
414,74.75285729748116,2024-03-04 11:43:58.557287,2024-03-04 11:43:58.588923,0 days 00:00:00.031636,2.023629881100787,32.861317340863266,0.54229410842811,531.0344376988265,1329.585957050553,COMPLETE
415,1582.876213454674,2024-03-04 11:43:58.788500,2024-03-04 11:43:58.821141,0 days 00:00:00.032641,1.9834018189743072,29.823817150448544,0.5649637488754357,674.0744217059098,1342.0033539426356,COMPLETE
416,244.8080424858412,2024-03-04 11:43:59.016760,2024-03-04 11:43:59.047580,0 days 00:00:00.030820,2.001925659815899,34.583584771353046,0.5709368002233143,536.5870938066992,1404.0694958993774,COMPLETE
417,181.09287121614523,2024-03-04 11:43:59.248161,2024-03-04 11:43:59.280283,0 days 00:00:00.032122,1.9577726149365893,33.06731754646672,0.5572984732282453,555.1792004210195,1299.719783381327,COMPLETE
418,81.45033747988698,2024-03-04 11:43:59.496691,2024-03-04 11:43:59.533028,0 days 00:00:00.036337,1.9931555993312995,32.53097819171251,0.5617529892654594,526.3461741259471,1420.1851291679593,COMPLETE
419,1838.2925731064283,2024-03-04 11:43:59.730686,2024-03-04 11:43:59.764520,0 days 00:00:00.033834,1.977854273443374,33.28874776363291,0.56701602508209,714.828799189669,1220.7571037771306,COMPLETE
420,40.97726753099744,2024-03-04 11:43:59.949736,2024-03-04 11:43:59.980092,0 days 00:00:00.030356,1.9688763384035464,33.68138843589429,0.5488708123931598,545.3261842889659,1286.0398557097342,COMPLETE
421,161.74574958601238,2024-03-04 11:44:00.162047,2024-03-04 11:44:00.190928,0 days 00:00:00.028881,1.8979457705251435,35.49254774260748,0.5761767065821292,517.9946860731046,1347.4166595037761,COMPLETE
422,26.364056122488623,2024-03-04 11:44:00.370309,2024-03-04 11:44:00.400019,0 days 00:00:00.029710,1.9796167963362807,33.52301170008646,0.572078707168521,533.299860214218,1320.610005317744,COMPLETE
423,88.66473435168186,2024-03-04 11:44:00.585296,2024-03-04 11:44:00.614103,0 days 00:00:00.028807,1.9832892355791134,33.43368337968782,0.5715917077783145,540.975371944588,1321.1377631518985,COMPLETE
424,59.161096662830786,2024-03-04 11:44:00.795451,2024-03-04 11:44:00.825208,0 days 00:00:00.029757,1.9894569814209737,33.91017286328851,0.5809837078242607,530.8591675390428,1305.9357914475947,COMPLETE
425,217.28662686435348,2024-03-04 11:44:01.017997,2024-03-04 11:44:01.047042,0 days 00:00:00.029045,1.8839863287290008,33.523339715257656,0.5738962657083759,522.8707374088942,1317.3968953301328,COMPLETE
426,2975.5598566863405,2024-03-04 11:44:01.226848,2024-03-04 11:44:01.256146,0 days 00:00:00.029298,1.997212415826776,33.1184161495596,0.500886032432193,797.6215239101185,1465.6534034435376,COMPLETE
427,1259.909366086986,2024-03-04 11:44:01.435379,2024-03-04 11:44:01.464641,0 days 00:00:00.029262,1.9747422255666445,36.510884656350306,0.5669362265360063,632.0849132325579,1326.4918098470555,COMPLETE
428,134.73631741102557,2024-03-04 11:44:01.643528,2024-03-04 11:44:01.673041,0 days 00:00:00.029513,2.199840889230935,33.69361169594956,0.4612116279117811,535.3379323843664,1334.0973679587773,COMPLETE
429,902.2582502039357,2024-03-04 11:44:01.862006,2024-03-04 11:44:01.895017,0 days 00:00:00.033011,1.9795088335647684,33.28701341615022,0.5870601857150457,603.328340987098,1315.1347508254048,COMPLETE
430,327.1504367989996,2024-03-04 11:44:02.092580,2024-03-04 11:44:02.122316,0 days 00:00:00.029736,1.9670232196475115,32.88933316270236,0.5609651511927404,510.8010800386285,1327.1606780148359,COMPLETE
431,289.6877296198614,2024-03-04 11:44:02.314922,2024-03-04 11:44:02.344884,0 days 00:00:00.029962,2.009463960662481,33.517292617629906,0.5769915729491809,551.6015426146464,1337.9761346804785,COMPLETE
432,331.7400731051545,2024-03-04 11:44:02.533232,2024-03-04 11:44:02.564442,0 days 00:00:00.031210,1.941876161481576,32.685752307419776,0.5702771425759249,541.7363714810266,1451.3557389440841,COMPLETE
433,248.63684964254003,2024-03-04 11:44:02.750469,2024-03-04 11:44:02.780110,0 days 00:00:00.029641,1.9868451007025727,33.127770649884134,0.5651947438774426,527.6011961965112,1261.1998501767084,COMPLETE
434,96.13091239561027,2024-03-04 11:44:02.963567,2024-03-04 11:44:02.993607,0 days 00:00:00.030040,1.97262289155344,34.12817971206088,0.5731549631471303,535.2584022317312,1353.1655132063709,COMPLETE
435,592.9450969898105,2024-03-04 11:44:03.182027,2024-03-04 11:44:03.211307,0 days 00:00:00.029280,1.962683472379575,30.801522387117906,0.5550068069044397,591.1753119517249,1305.2996659598825,COMPLETE
436,1054.8321653434857,2024-03-04 11:44:03.390040,2024-03-04 11:44:03.419030,0 days 00:00:00.028990,1.9945073106321198,36.28698965498763,0.5444610602341738,613.0450453979469,1338.1666259405329,COMPLETE
437,139.83440142529787,2024-03-04 11:44:03.599454,2024-03-04 11:44:03.628481,0 days 00:00:00.029027,1.9514032824023002,36.06901752791203,0.5791605647620346,520.8184773457444,1321.000379778043,COMPLETE
438,90.54929148448682,2024-03-04 11:44:03.811344,2024-03-04 11:44:03.842682,0 days 00:00:00.031338,1.9802932315595405,33.27636493618464,0.4431330192442383,546.5173024167281,1344.8411358345427,COMPLETE
439,1341.4163815214538,2024-03-04 11:44:04.042645,2024-03-04 11:44:04.072726,0 days 00:00:00.030081,1.9708224460601407,33.778174005435176,0.561287469942973,642.4140146472722,1331.4943436097103,COMPLETE
440,1873.1939911922857,2024-03-04 11:44:04.263265,2024-03-04 11:44:04.294640,0 days 00:00:00.031375,2.1291470074903343,32.99464618806063,0.5688392934718383,682.5584027703749,1354.8560983486811,COMPLETE
441,1727.5697356667174,2024-03-04 11:44:04.488774,2024-03-04 11:44:04.519629,0 days 00:00:00.030855,1.9612332138538684,28.120537115467613,0.5641635955162613,703.5329487679014,1312.387133374584,COMPLETE
442,733.8359922907752,2024-03-04 11:44:04.708206,2024-03-04 11:44:04.739554,0 days 00:00:00.031348,1.902388481101284,36.82904767610935,0.5574168325062004,561.5054972526104,1522.329630401891,COMPLETE
443,74.03000544007115,2024-03-04 11:44:04.927401,2024-03-04 11:44:04.957033,0 days 00:00:00.029632,1.9348892920767895,32.800588177826285,0.5720275639188926,539.0064358246162,1345.2263890472275,COMPLETE
444,1509.954215410769,2024-03-04 11:44:05.140324,2024-03-04 11:44:05.172805,0 days 00:00:00.032481,2.0006503728313016,34.263493645760015,0.5832750684341089,660.4872447622422,1298.7405358049193,COMPLETE
445,104.39202033774322,2024-03-04 11:44:05.362383,2024-03-04 11:44:05.393898,0 days 00:00:00.031515,1.8867902038172186,33.41014161322412,0.5758563950363472,529.9795617802138,1326.663920921682,COMPLETE
446,536.9360755679862,2024-03-04 11:44:05.576613,2024-03-04 11:44:05.606191,0 days 00:00:00.029578,1.9834871053314278,32.56208330353813,0.4752565218458031,514.922503987939,1291.838554699152,COMPLETE
447,2242.997619801011,2024-03-04 11:44:05.787134,2024-03-04 11:44:05.816777,0 days 00:00:00.029643,1.9481531148916098,33.87902705157417,0.5683845389837693,727.9421034292939,1339.4877088088572,COMPLETE
448,195.13339383642273,2024-03-04 11:44:06.003151,2024-03-04 11:44:06.033614,0 days 00:00:00.030463,2.018284838050503,33.67087023594271,0.5914304340610866,525.0888702256345,1269.5618618366998,COMPLETE
449,26.371516748482165,2024-03-04 11:44:06.217893,2024-03-04 11:44:06.247937,0 days 00:00:00.030044,1.9241278353189617,32.986696340670186,0.5397973477938579,534.9807176686015,1356.3695055649237,COMPLETE
450,300.13576955362373,2024-03-04 11:44:06.471804,2024-03-04 11:44:06.502143,0 days 00:00:00.030339,1.9436909539629503,35.772956168167056,0.5354392815276418,507.8500828531915,1355.1494378285497,COMPLETE
451,264.3694598781669,2024-03-04 11:44:06.694247,2024-03-04 11:44:06.725301,0 days 00:00:00.031054,1.9202791719143666,33.14094430542317,0.5395025043799636,541.8724393302725,1214.168092597434,COMPLETE
452,1824.320257913146,2024-03-04 11:44:06.905563,2024-03-04 11:44:06.935308,0 days 00:00:00.029745,1.913559967730001,32.882419429904544,0.5386481772563134,702.2636704174299,1309.719568951424,COMPLETE
453,204.94428722784448,2024-03-04 11:44:07.120936,2024-03-04 11:44:07.151139,0 days 00:00:00.030203,1.93294737254186,33.3209102285535,0.5433152361621,549.3053490218288,1360.3035666506557,COMPLETE
454,219.3477810701981,2024-03-04 11:44:07.358541,2024-03-04 11:44:07.404252,0 days 00:00:00.045711,1.9555585620528844,32.99889503668548,0.5794800518134987,533.6877780305011,1432.9163346854054,COMPLETE
455,752.9456306064317,2024-03-04 11:44:07.610728,2024-03-04 11:44:07.644299,0 days 00:00:00.033571,1.9641064554958705,34.882924527692886,0.5320373171470147,595.9828731228664,1319.076719347917,COMPLETE
456,206.4171373485969,2024-03-04 11:44:07.842581,2024-03-04 11:44:07.874333,0 days 00:00:00.031752,1.9176464182669255,33.52753946445134,0.5736139695187742,527.7884344647916,1285.1487609621436,COMPLETE
457,1572.8529030860989,2024-03-04 11:44:08.066293,2024-03-04 11:44:08.096267,0 days 00:00:00.029974,1.9271888517732971,35.658354756893935,0.5361203555525574,648.213889280296,1438.165605914683,COMPLETE
458,292.7491903847026,2024-03-04 11:44:08.290242,2024-03-04 11:44:08.321093,0 days 00:00:00.030851,1.9496636640964435,34.687168464989156,0.5265732907114758,500.3528141533342,1410.0947322819056,COMPLETE
459,221.84526705587788,2024-03-04 11:44:08.517651,2024-03-04 11:44:08.548555,0 days 00:00:00.030904,1.9393916794407033,33.10385702092939,0.5457833608297442,538.0674996150348,1242.0445025059353,COMPLETE
460,257.98154734250613,2024-03-04 11:44:08.735038,2024-03-04 11:44:08.765474,0 days 00:00:00.030436,1.8924419584521313,32.76395366941246,0.5514029316209256,520.6870383159435,1333.5560243104806,COMPLETE
